what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663718725
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663722213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663722230
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663722349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663730617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663730705
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663730724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663732032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663732103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663732170
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1350663738623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663744268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663749408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1350663749421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663751037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663769702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350663784813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664128730
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350664144398
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664158331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664176922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664184674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664202786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1350664202792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664204245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664277273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664300058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664379254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350664393345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350664404783
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350664406846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664413586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664415804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664422774
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664424595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350664436383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664440020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664453733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664470251
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664477965
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664503132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664506934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1350664506940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664509217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664529245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664530489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664569454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350664570982
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350669799560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350669826891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350669838559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350669838947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350669870721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350669969198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350669973774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350669974487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350670634642
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1350670641368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350670644236
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1350670848493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350670851917
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1350670851928
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1350670851929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350671777365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350672564183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350672873437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350673466298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350674019394
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350674019833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350674024515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350674028843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350674030104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350684815139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350684819189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350684908109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350684919439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350684939745
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350684943014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350685043814
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350685045307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350685181899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350685213134
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1350685219162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350685277498
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350685278690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350685331067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350685622547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350685678874
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350685682892
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1350685683052
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1350685683195
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1350685683197
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1350685683197
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1350685683198
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1350685683198
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1350685683199
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1350685683199
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1350685683199
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1350685683200
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1350685683200
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1350685683200
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110819-0851,"org.eclipse.pde.runtime",1350685683201
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1350685683202
stopped,bundle,org.eclipse.wb.rcp.GroupLayout,1.5.0.r37x201206111330,"org.eclipse.wb.rcp.GroupLayout",1350685683202
stopped,bundle,org.eclipse.wb.rcp.SWT_AWT,1.5.0.r37x201206111333,"org.eclipse.wb.rcp.SWT_AWT",1350685683203
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.databinding.emf",1350685683203
stopped,bundle,org.eclipse.wb.rcp.databinding.xwt,1.5.0.r37x201206111323,"org.eclipse.wb.rcp.databinding.xwt",1350685683203
stopped,bundle,org.eclipse.wb.rcp.databinding,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.databinding",1350685683204
stopped,bundle,org.eclipse.wb.rcp.nebula,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.nebula",1350685683205
stopped,bundle,org.eclipse.wb.rcp.swing2swt,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.swing2swt",1350685683206
stopped,bundle,org.eclipse.wb.xwt,1.5.0.r37x201206111323,"org.eclipse.wb.xwt",1350685683206
stopped,bundle,org.eclipse.wb.rcp,1.5.0.r37x201206111317,"org.eclipse.wb.rcp",1350685683207
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1350685683207
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1350685683208
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1350685683209
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1350685683209
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1350685683209
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1350685683210
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1350685683210
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1350685683211
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1350685683211
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1350685683212
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1350685683213
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1350685683213
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1350685683214
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1350685683215
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1350685683216
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1350685683216
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1350685683217
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1350685683218
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1350685683218
stopped,bundle,com.google.gdt.eclipse.designer.GWTExt,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.GWTExt",1350685683219
stopped,bundle,com.google.gdt.eclipse.designer.GXT.databinding,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.GXT.databinding",1350685683219
stopped,bundle,com.google.gdt.eclipse.designer.GXT,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.GXT",1350685683221
stopped,bundle,com.google.gdt.eclipse.designer.SmartGWT,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.SmartGWT",1350685683221
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder.wizards,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.UiBinder.wizards",1350685683222
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder,2.6.0.r37x201206111227,"com.google.gdt.eclipse.designer.UiBinder",1350685683222
stopped,bundle,com.google.gdt.eclipse.designer.launch,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.launch",1350685683222
stopped,bundle,com.google.gdt.eclipse.designer.preferences,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.preferences",1350685683223
stopped,bundle,com.google.gdt.eclipse.designer.wizards,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.wizards",1350685683224
stopped,bundle,com.google.gdt.eclipse.designer,2.6.0.r37x201206111227,"com.google.gdt.eclipse.designer",1350685683224
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1350685683224
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1350685683225
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1350685683225
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1350685683225
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted.2_0",1350685683227
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1350685683228
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted.2_2",1350685683229
stopped,bundle,com.google.gdt.eclipse.designer.hosted,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted",1350685683229
stopped,bundle,org.eclipse.wb.core.databinding.xml,1.5.0.r37x201206111216,"org.eclipse.wb.core.databinding.xml",1350685683231
stopped,bundle,org.eclipse.wb.swing.databinding,1.5.0.r37x201206111310,"org.eclipse.wb.swing.databinding",1350685683232
stopped,bundle,org.eclipse.wb.core.databinding,1.5.0.r37x201206111201,"org.eclipse.wb.core.databinding",1350685683232
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.5.0.r37x201206111310,"org.eclipse.wb.swing.FormLayout",1350685683233
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.5.0.r37x201206111310,"org.eclipse.wb.swing.MigLayout",1350685683233
stopped,bundle,org.eclipse.wb.swing.java6,1.5.0.r37x201206111310,"org.eclipse.wb.swing.java6",1350685683234
stopped,bundle,org.eclipse.wb.swing.jsr296,1.5.0.r37x201206111310,"org.eclipse.wb.swing.jsr296",1350685683235
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1350716364527
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1350716364527
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1350716364528
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1350716364529
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1350716364529
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1350716364530
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1350716364530
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1350716364531
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1350716364531
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1350716364532
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1350716364532
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1350716364533
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1350716364533
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1350716364534
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1350716364534
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1350716364535
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1350716364535
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1350716364536
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1350716364537
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1350716364537
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1350716364537
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1350716364538
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1350716364538
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1350716364539
